fdc_id,brand_owner,ingredients,serving_size,serving_size_unit,branded_food_category,data_type,description,publication_date,cat_null,sat_fat_g,trans_fat_g,magnesium_mg,potassium_mg,mufa_grams,protein_grams,fiber_grams,vitamin_a_IU,vitamin_c_MG,calcium_MG,iron_MG,sugar_G,sodium_MG,NRFNn.3,cluster
347921,CAMPBELL SOUP COMPANY,SWANSON BROTH BEEF,240.0,ml,,branded_food,SWANSON BROTH BEEF,2019-04-01,True,0.0,0.0,,0.010857142857142857,0.0,0.0166,0.0,,,0.004,0.004444444444444445,0.00336,0.012916666666666668,,91
347922,CAMPBELL SOUP COMPANY,CAMPBELL'S SOUP NOODLE & CHICKEN,120.0,ml,,branded_food,CAMPBELL'S SOUP NOODLE & CHICKEN,2019-04-01,True,0.021,0.0,,0.009428571428571429,,0.05,0.032,,,0.008,0.03722222222222223,0.0,0.2741666666666667,,326
347923,CAMPBELL SOUP COMPANY,CAMPBELL'S SOUP CREAM OF BROCCOLI,120.0,ml,,branded_food,CAMPBELL'S SOUP CREAM OF BROCCOLI,2019-04-01,True,0.0415,0.0,,0.02257142857142857,0.08349999999999999,0.0166,0.032,0.05,0.0,0.017,0.016666666666666666,0.02,0.2741666666666667,,143
347924,CAMPBELL SOUP COMPANY,CAMPBELL'S SOUP CREAM OF CHICKEN,120.0,ml,,branded_food,CAMPBELL'S SOUP CREAM OF CHICKEN,2019-04-01,True,0.021,0.0,,0.10942857142857143,0.0415,0.0334,0.0,0.0834,0.0,0.0,0.0,0.0,0.1425,,564
347925,CAMPBELL SOUP COMPANY,PREGO SAUCES TOMATO BASIL,120.0,ml,,branded_food,PREGO SAUCES TOMATO BASIL,2019-04-01,True,0.021,0.0,,0.08571428571428573,,0.0334,0.1,,,0.067,0.027777777777777776,0.04664,0.14916666666666667,,74
347926,CAMPBELL SOUP COMPANY,CAMPBELL'S SOUP TOMATO,120.0,ml,,branded_food,CAMPBELL'S SOUP TOMATO,2019-04-01,True,0.021,0.0,,0.16657142857142854,0.0,0.0334,0.032,0.0666,0.08333333333333333,0.0,0.0,0.06663999999999999,0.1425,,513
347927,CAMPBELL SOUP COMPANY,PREGO SAUCES MARINARA,120.0,ml,,branded_food,PREGO SAUCES MARINARA,2019-04-01,True,0.0415,0.0,,0.05,,0.0334,0.1,,,0.033,0.03333333333333333,0.04664,0.14916666666666667,,74
347928,CAMPBELL SOUP COMPANY,PREGO SAUCES GARLIC,120.0,ml,,branded_food,PREGO SAUCES GARLIC,2019-04-01,True,0.0,0.0,,0.06657142857142857,,0.0334,0.1,,,0.05,0.03333333333333333,0.053360000000000005,0.14916666666666667,,330
347929,CAMPBELL SOUP COMPANY,CAMPBELL'S CHUNKY SOUP POTATO & HAM,240.0,ml,,branded_food,CAMPBELL'S CHUNKY SOUP POTATO & HAM,2019-04-01,True,0.0415,0.0,,0.038,,0.0584,0.048,,,0.008,0.02333333333333333,0.00336,0.13875,,921
347930,CAMPBELL SOUP COMPANY,CAMPBELL'S BEANS MAPLE BACON BEER,130.0,g,,branded_food,CAMPBELL'S BEANS MAPLE BACON BEER,2019-04-01,True,0.0,0.0,,0.046285714285714284,,0.0924,0.184,,,0.046,0.07666666666666666,0.05536,0.17625,,75
347931,CAMPBELL SOUP COMPANY,CAMPBELL'S SOUP CHICKEN PASTA,240.0,ml,,branded_food,CAMPBELL'S SOUP CHICKEN PASTA,2019-04-01,True,0.0,0.0,,0.02371428571428572,,0.0584,0.016,,,0.012,0.011666666666666664,0.006640000000000001,0.11791666666666667,,614
347932,CAMPBELL SOUP COMPANY,PACE DIPS MANGO HABANERO,30.0,ml,,branded_food,PACE DIPS MANGO HABANERO,2019-04-01,True,0.0,0.0,,,,0.0,0.132,0.0666,0.0,0.0,0.0,0.026639999999999997,0.19458333333333333,,785
347933,CAMPBELL SOUP COMPANY,CAMPBELL'S SOUP CHICKEN & PASTA,120.0,ml,,branded_food,CAMPBELL'S SOUP CHICKEN & PASTA,2019-04-01,True,0.021,0.0,,0.10714285714285714,0.021,0.05,0.032,0.0834,0.0,0.0,0.0,0.006640000000000001,0.1425,,614
347934,CAMPBELL SOUP COMPANY,CAMPBELL'S CONDENSED SOUP CHICKEN & RICE,120.0,ml,,branded_food,CAMPBELL'S CONDENSED SOUP CHICKEN & RICE,2019-04-01,True,0.021,0.0,,0.01657142857142857,0.021,0.0334,0.032,,,0.008,0.013888888888888888,0.006640000000000001,0.2741666666666667,,94
347935,CAMPBELL SOUP COMPANY,CAMPBELL'S SOUP CREAM OF MUSHROOM,120.0,ml,,branded_food,CAMPBELL'S SOUP CREAM OF MUSHROOM,2019-04-01,True,0.021,0.0,,0.13085714285714287,0.021,0.0166,0.032,0.0,0.0,0.083,0.0,0.01336,0.1425,,463
347936,CAMPBELL SOUP COMPANY,CAMPBELL'S SOUP CREAM MUSHROOM-FF,120.0,ml,,branded_food,CAMPBELL'S SOUP CREAM MUSHROOM-FF,2019-04-01,True,0.021,0.0,,,,0.0166,0.032,0.0,0.0,0.0,0.0,0.0,0.2604166666666667,,463
347937,CAMPBELL SOUP COMPANY,CAMPBELL'S SOUP CREAM CELERY-FF,120.0,ml,,branded_food,CAMPBELL'S SOUP CREAM CELERY-FF,2019-04-01,True,0.021,0.0,,0.019142857142857142,0.021,0.0166,0.032,0.0166,0.0,0.017,0.0,0.006640000000000001,0.2258333333333333,,143
347938,CAMPBELL SOUP COMPANY,V8 BEVERAGE HOT & SPICY VEGETABLE,240.0,ml,,branded_food,V8 BEVERAGE HOT & SPICY VEGETABLE,2019-04-01,True,0.0,0.0,,0.055999999999999994,,0.0166,0.016,,0.5,0.012,0.011666666666666664,0.02336,0.11125,,47
347939,CAMPBELL SOUP COMPANY,V8 BEVERAGE VEGETABLE-LOW SODIUM,240.0,ml,,branded_food,V8 BEVERAGE VEGETABLE-LOW SODIUM,2019-04-01,True,0.0,0.0,,0.10114285714285716,,0.0166,0.016,,0.5,0.012,0.02333333333333333,0.02336,0.024166666666666663,,961
347940,CAMPBELL SOUP COMPANY,CAMPBELL'S HOMESTYLE SOUP CLAM CHOWDER-FF,240.0,ml,,branded_food,CAMPBELL'S HOMESTYLE SOUP CLAM CHOWDER-FF,2019-04-01,True,0.021,0.0,,,,0.0416,0.016,0.0,0.0,0.008,0.016666666666666666,0.00336,0.13708333333333333,,255
347941,CAMPBELL SOUP COMPANY,CAMPBELL'S SOUP DISCONTINUED,120.0,ml,,branded_food,CAMPBELL'S SOUP DISCONTINUED,2019-04-01,True,0.021,0.0,,0.0,0.021,0.05,0.032,,,0.008,0.009444444444444445,0.0,0.16666666666666666,,614
347942,CAMPBELL SOUP COMPANY,CAMPBELL'S SOUP ON THE GO SOUP CHICKEN & PASTA,305.0,g,,branded_food,CAMPBELL'S SOUP ON THE GO SOUP CHICKEN & PASTA,2019-04-01,True,0.008,0.0,,,,0.0196,0.028,0.0656,0.006666666666666667,0.006999999999999999,0.01333333333333333,0.00264,0.13375,,614
347943,CAMPBELL SOUP COMPANY,V8 SPLASH BEVERAGE TROPICAL,240.0,ml,,branded_food,V8 SPLASH BEVERAGE TROPICAL,2019-04-01,True,0.0,0.0,,0.008285714285714285,,0.025,0.016,0.0,0.07,0.046,0.011666666666666664,0.04336,0.00875,,747
347944,CAMPBELL SOUP COMPANY,CAMPBELL'S SOUP STEAK,240.0,ml,,branded_food,CAMPBELL'S SOUP STEAK,2019-04-01,True,0.031,0.0,,,,0.05,0.032,0.0834,0.0,0.008,0.025,0.02336,0.13708333333333333,,614
347945,CAMPBELL SOUP COMPANY,CAMPBELL'S SOUP BROCCOLI CHEESE-FF,120.0,ml,,branded_food,CAMPBELL'S SOUP BROCCOLI CHEESE-FF,2019-04-01,True,0.0415,0.0,,,,0.0334,0.032,0.25,0.05,0.033,0.016666666666666666,0.02,0.2570833333333333,,346
347946,CAMPBELL SOUP COMPANY,CAMPBELL'S SOUP CREAM CHICKEN & HERBS,120.0,ml,,branded_food,CAMPBELL'S SOUP CREAM CHICKEN & HERBS,2019-04-01,True,0.08349999999999999,0.0,,,,0.0334,0.0,0.125,0.0,0.017,0.016666666666666666,0.006640000000000001,0.2741666666666667,,564
347947,CAMPBELL SOUP COMPANY,V8 SPLASH BEVERAGE STRAWBERRY KIWI,240.0,ml,,branded_food,V8 SPLASH BEVERAGE STRAWBERRY KIWI,2019-04-01,True,0.0,0.0,,0.002285714285714286,,0.0,0.0,0.025,0.07,0.004,0.006666666666666665,0.053360000000000005,0.0033333333333333327,,139
347948,CAMPBELL SOUP COMPANY,CAMPBELL'S CONDENSED SOUP TOMATO,435.0,g,,branded_food,CAMPBELL'S CONDENSED SOUP TOMATO,2019-04-01,True,0.0,0.0,,0.08742857142857142,,0.0184,0.036000000000000004,,,0.009000000000000001,0.015555555555555557,0.04968,0.08125,,524
347949,CAMPBELL SOUP COMPANY,V8 SPLASH BEVERAGE MANGO PEACH,240.0,ml,,branded_food,V8 SPLASH BEVERAGE MANGO PEACH,2019-04-01,True,0.0,0.0,,0.0034285714285714284,,0.0,0.0,,,0.0,0.0,0.06336,0.0033333333333333327,,288
347950,CAMPBELL SOUP COMPANY,CAMPBELL'S CONDENSED SOUP NACHO CHEESE,120.0,ml,,branded_food,CAMPBELL'S CONDENSED SOUP NACHO CHEESE,2019-04-01,True,0.08349999999999999,0.0,,0.033428571428571426,0.0625,0.0334,0.032,0.0834,0.0,0.067,0.0,0.03336,0.3020833333333333,,524
347951,CAMPBELL SOUP COMPANY,V8 BEVERAGE VEGETABLE,240.0,ml,,branded_food,V8 BEVERAGE VEGETABLE,2019-04-01,True,0.0,0.0,,0.053714285714285714,,0.0166,0.016,,1.0,0.012,0.013888888888888888,0.02336,0.08333333333333333,,47
347952,CAMPBELL SOUP COMPANY,V8 SPLASH BEVERAGE FRUIT,237.0,ml,,branded_food,V8 SPLASH BEVERAGE FRUIT,2019-04-01,True,0.0,0.0,,0.0037142857142857134,,0.0,0.0,,0.07,0.008,0.007222222222222224,0.05736,0.0033333333333333327,,139
347953,CAMPBELL SOUP COMPANY,CAMPBELL'S SOUP ON THE GO SOUP CHICKEN,305.0,g,,branded_food,CAMPBELL'S SOUP ON THE GO SOUP CHICKEN,2019-04-01,True,0.008,0.0,,,,0.0196,0.012,0.0656,0.02,0.006999999999999999,0.006666666666666665,0.00264,0.13125,,614
347954,CAMPBELL SOUP COMPANY,V8 V-FUSION BEVERAGE STRAWBERRY BANANA,240.0,ml,,branded_food,V8 V-FUSION BEVERAGE STRAWBERRY BANANA,2019-04-01,True,0.0,0.0,,0.04057142857142857,,0.0,0.0,,0.13833333333333336,0.017,0.013888888888888888,0.07664,0.01375,,208
347955,CAMPBELL SOUP COMPANY,V8 V-FUSION BEVERAGE PEACH MANGO,240.0,ml,,branded_food,V8 V-FUSION BEVERAGE PEACH MANGO,2019-04-01,True,0.0,0.0,,0.02371428571428572,,0.0,0.0,,0.13833333333333336,0.012,0.013888888888888888,0.07664,0.01375,,288
347956,CAMPBELL SOUP COMPANY,CAMPBELL'S SOUP VEGETABLE,120.0,ml,,branded_food,CAMPBELL'S SOUP VEGETABLE,2019-04-01,True,0.0,0.0,,0.05,,0.05,0.068,,,0.017,0.03722222222222223,0.03336,0.30916666666666665,,128
347957,CAMPBELL SOUP COMPANY,CAMPBELL'S SOUP TOMATO,316.0,g,,branded_food,CAMPBELL'S SOUP TOMATO,2019-04-01,True,0.0,0.0,,,,0.019,0.024,0.0474,0.19,0.006,0.01277777777777778,0.05064,0.08833333333333332,,513
347958,CAMPBELL SOUP COMPANY,V8 SPLASH BEVERAGE STRAWBERRY,240.0,ml,,branded_food,V8 SPLASH BEVERAGE STRAWBERRY,2019-04-01,True,0.0,0.0,,0.008285714285714285,,0.025,0.0,0.0,0.07,0.046,0.011666666666666664,0.04336,0.007916666666666667,,139
347959,CAMPBELL SOUP COMPANY,CAMPBELL'S BEVERAGE TOMATO-LOW SODIUM,240.0,ml,,branded_food,CAMPBELL'S BEVERAGE TOMATO-LOW SODIUM,2019-04-01,True,0.0,0.0,,0.10542857142857144,,0.0166,0.032,0.0334,0.5,0.011000000000000001,0.02333333333333333,0.02336,0.024166666666666663,,216
347960,CAMPBELL SOUP COMPANY,CAMPBELL'S CHUNKY SOUP SIR BURG/VEG,432.0,g,,branded_food,CAMPBELL'S CHUNKY SOUP SIR BURG/VEG,2019-04-01,True,0.029,0.0,,0.037714285714285714,,0.0556,0.048,,,0.013999999999999999,0.02555555555555556,0.00928,0.13416666666666666,,921
347961,CAMPBELL SOUP COMPANY,V8 SPLASH BEVERAGE TROPICAL,240.0,ml,,branded_food,V8 SPLASH BEVERAGE TROPICAL,2019-04-01,True,,,,,,0.0,0.0,,0.07,,,0.056639999999999996,0.0025,,747
347962,CAMPBELL SOUP COMPANY,CAMPBELL'S SOUP COOL SHAPES PASTA,120.0,ml,,branded_food,CAMPBELL'S SOUP COOL SHAPES PASTA,2019-04-01,True,0.021,0.0,,0.015428571428571429,0.0415,0.05,0.032,0.1666,0.0,0.0,0.016666666666666666,0.0,0.16666666666666666,,373
347963,CAMPBELL SOUP COMPANY,CAMPBELL'S SOUP PASTA,120.0,ml,,branded_food,CAMPBELL'S SOUP PASTA,2019-04-01,True,0.021,0.0,,0.014285714285714284,0.0415,0.05,0.032,,,0.008,0.01833333333333333,0.0,0.16666666666666666,,614
347964,Red Gold,Tuttorosso 24oz. Pasta Sauce Traditional,128.0,g,,branded_food,Tuttorosso 24oz. Pasta Sauce Traditional,2019-04-01,True,0.0,,,0.08485714285714285,,0.0312,0.092,0.0782,0.03166666666666666,0.016,0.031111111111111117,0.056240000000000005,0.15625,,610
347965,Red Gold,Tuttorosso 24oz. Pasta Sauce Tom/Garlic/Onion,127.0,g,,branded_food,Tuttorosso 24oz. Pasta Sauce Tom/Garlic/Onion,2019-04-01,True,0.0,,,0.07428571428571429,,0.031400000000000004,0.064,0.063,0.11833333333333332,0.016,0.03166666666666666,0.04408,0.15416666666666667,,610
347966,Red Gold,Tuttorosso 24oz. Pasta Sauce Meat,128.0,g,,branded_food,Tuttorosso 24oz. Pasta Sauce Meat,2019-04-01,True,0.0195,0.0,,0.08485714285714285,,0.0312,0.092,0.0782,0.03166666666666666,0.016,0.04666666666666666,0.056240000000000005,0.15625,,610
347967,Red Gold,Tuttorosso 24oz. Pasta Sauce Tomato & Basil,128.0,g,,branded_food,Tuttorosso 24oz. Pasta Sauce Tomato & Basil,2019-04-01,True,0.0,0.0,,0.08485714285714285,,0.0312,0.092,0.0782,0.04666666666666666,0.016,0.031111111111111117,0.056240000000000005,0.13666666666666666,,610
347968,Red Gold,Tuttorosso 24oz. Marinara Sauce,125.0,g,,branded_food,Tuttorosso 24oz. Marinara Sauce,2019-04-01,True,0.0,0.0,,0.07314285714285715,,0.032,0.064,0.064,0.06333333333333332,0.016,0.04777777777777778,0.0384,0.15333333333333332,,610
347969,Cargill,Honeysuckle White Hickory Smoked Turkey Breast,84.0,g,,branded_food,Honeysuckle White Hickory Smoked Turkey Breast,2019-04-01,True,0.075,0.0,,,,0.34,0.0,,0.0,,,0.008,0.3875,,169
347970,Conagra Brands,"DAVID Original Sunflower Seeds, 1.75 OZ",25.0,g,,branded_food,"DAVID Original Sunflower Seeds, 1.75 OZ",2019-04-01,True,0.3,0.0,,0.22857142857142854,1.0,0.56,0.32,0.0,0.0,0.08,0.24,0.0,1.0,,114
347971,Conagra Brands,"All-in-One Coconut Oil, 10.6 OZ",33.0,g,,branded_food,"All-in-One Coconut Oil, 10.6 OZ",2019-04-01,True,1.0,0.0,,0.078,0.076,0.1818,0.364,0.0,0.0,0.0,0.18166666666666667,0.0,0.3283333333333333,,571
347972,The Hershey Company,REESES MILK CHOCOLATE PEANUT BUTTER CUP STANDARD BAR,42.0,g,,branded_food,REESES MILK CHOCOLATE PEANUT BUTTER CUP STANDARD BAR,2019-04-01,True,0.5355000000000001,0.0,0.19,0.102,,0.238,0.192,,0.005,0.09300000000000001,0.1322222222222222,0.41903999999999997,0.14875,,869
347974,Conagra Brands,"SNACK PACK Pudding Cinnamon Roll, 13 OZ",92.0,g,,branded_food,"SNACK PACK Pudding Cinnamon Roll, 13 OZ",2019-04-01,True,0.054500000000000014,0.0,,0.010857142857142857,,0.0218,0.044,0.0,0.0,0.109,0.0,0.11304000000000002,0.05875,,613
347975,Conagra Brands,SWISS MISS Cocoa Milk Chococlate And Marshmallows,28.0,g,,branded_food,SWISS MISS Cocoa Milk Chococlate And Marshmallows,2019-04-01,True,0.35700000000000004,0.0,,0.25,,0.07139999999999999,0.14400000000000002,0.0,0.0,1.0,0.14277777777777778,0.54288,0.20833333333333331,,725
347976,Conagra Brands,"Orville Redenbacher's Poppycock Pecan Popcorn Canister, 9.5 Ounces, 9.5 OZ",30.0,g,,branded_food,"Orville Redenbacher's Poppycock Pecan Popcorn Canister, 9.5 Ounces, 9.5 OZ",2019-04-01,True,0.25,0.0,,0.0,0.4165,0.0666,0.132,0.0,0.0,0.0,0.0,0.45336,0.13875,,525
347977,Conagra Brands,"CHEF BOYARDEE Mini Os In Sauce, 15 OZ",252.0,g,,branded_food,"CHEF BOYARDEE Mini Os In Sauce, 15 OZ",2019-04-01,True,0.0,0.0,,0.10085714285714284,0.0,0.0396,0.048,0.0238,0.0,0.04,0.039444444444444435,0.034960000000000005,0.09916666666666668,,909
347980,Conagra Brands,"CRUNCH N MUNCH Hot and Sweet, 6 OZ",31.0,g,,branded_food,"CRUNCH N MUNCH Hot and Sweet, 6 OZ",2019-04-01,True,0.1615,0.0,,0.04142857142857143,0.242,0.129,0.128,0.0,0.0,0.0,0.0,0.36128000000000005,0.44375,,151
347981,Conagra Brands,"MARIE CALLENDER'S FRESH STEAMER Parmesan Pasta, 9.5 OZ",269.0,g,,branded_food,"MARIE CALLENDER'S FRESH STEAMER Parmesan Pasta, 9.5 OZ",2019-04-01,True,0.1115,0.0,,0.055714285714285716,0.0,0.1412,0.044,0.0148,0.0,0.037000000000000005,0.03722222222222223,0.008960000000000001,0.14083333333333334,,380
347984,The J.M. Smucker Company,MARTHA WHITE 7 OUNCE GLUTEN FREE BLUEBERRY MUFFIN,66.0,g,,branded_food,MARTHA WHITE 7 OUNCE GLUTEN FREE BLUEBERRY MUFFIN,2019-04-01,True,0.1135,0.0,,0.012857142857142857,,0.0606,0.0,,,0.49200000000000005,0.08444444444444445,0.30304000000000003,0.22083333333333333,,514
347993,Conagra Brands,"SNACK PACK STRAWBERRY ORANGE GEL, 19.5 OZ",92.0,g,,branded_food,"SNACK PACK STRAWBERRY ORANGE GEL, 19.5 OZ",2019-04-01,True,0.0,0.0,,0.029428571428571432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17392,0.015833333333333338,,567
348055,Kellogg Company US,Carr's Crackers Salt And Pepper 5.3oz,10.0,g,,branded_food,Carr's Crackers Salt And Pepper 5.3oz,2019-04-01,True,0.155,0.1,,,,0.222,0.2,0.0,0.0,0.0,0.0,0.02,0.1825,,439
348056,Kellogg Company US,Carr's Crackers Whole Wheat 7oz,17.0,g,,branded_food,Carr's Crackers Whole Wheat 7oz,2019-04-01,True,0.441,0.0,,,,0.1176,0.236,0.0,0.0,0.0,0.1177777777777778,0.1412,0.2575,,439
348058,Kellogg Company US,Carr's Crackers Mixed Seed 5.3oz,10.0,g,,branded_food,Carr's Crackers Mixed Seed 5.3oz,2019-04-01,True,0.0,0.0,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,,439
348059,Kellogg Company US,Carr's Crackers Table Water Original 2.2oz,14.0,g,,branded_food,Carr's Crackers Table Water Original 2.2oz,2019-04-01,True,0.0,0.0,,,,0.14279999999999998,0.284,0.0,0.0,0.14300000000000002,0.0,0.0,0.2379166666666667,,439
348067,Kellogg Company US,Carr's Crackers Table Water Original 200ct,14.0,g,,branded_food,Carr's Crackers Table Water Original 200ct,2019-04-01,True,0.0,0.0,,,,0.14279999999999998,0.284,0.0,0.0,0.14300000000000002,0.0,0.0,0.2379166666666667,,439
348068,Kellogg Company US,Carr's Crackers Table Water Original 8.81oz 12ct,14.0,g,,branded_food,Carr's Crackers Table Water Original 8.81oz 12ct,2019-04-01,True,0.0,0.0,,,,0.14279999999999998,0.284,0.0,0.0,0.14300000000000002,0.0,0.0,0.2379166666666667,,439
348070,Kraft US (0044710044602),KRAFT BARBECUE SAUCE ORIGINAL,36.0,g,,branded_food,KRAFT BARBECUE SAUCE ORIGINAL,2019-04-01,True,0.0,0.0,,,,0.0,0.0,0.0256,0.09333333333333332,0.055999999999999994,0.0,0.26664,0.3933333333333333,,15
348073,Kraft US (0044710044602),VELVEETA PROCESSED CHEESE LOAF ORIGINAL,28.0,g,,branded_food,VELVEETA PROCESSED CHEESE LOAF ORIGINAL,2019-04-01,True,0.268,0.0,,0.0,,0.2858,0.0,,,0.7859999999999999,0.0,0.057120000000000004,0.5804166666666667,,15
348075,QTG,Quaker Oats Heart Healthy Old Fashioned Oats 42 Ounce Canister,40.0,g,,branded_food,Quaker Oats Heart Healthy Old Fashioned Oats 42 Ounce Canister,2019-04-01,True,0.0625,0.0,0.25,0.10714285714285714,0.125,0.25,0.4,0.0,0.0,0.05,0.2,0.02,0.0,1.2996428571428569,407
348076,Conagra Brands,"SWISS MISS Milk Chocolate Cocoa, 10 OZ",28.0,g,,branded_food,"SWISS MISS Milk Chocolate Cocoa, 10 OZ",2019-04-01,True,0.35700000000000004,0.0,,0.35714285714285715,,0.07139999999999999,0.14400000000000002,0.0,0.0,1.0,0.14277777777777778,0.51432,0.2379166666666667,,33
348077,Conagra Brands,"SWISS MISS Hot Cocoa Mix No Sugar Added Canister, 13.8 OZ",20.0,g,,branded_food,"SWISS MISS Hot Cocoa Mix No Sugar Added Canister, 13.8 OZ",2019-04-01,True,0.25,0.0,,0.6571428571428571,0.0,0.2,0.2,0.0,0.0,1.0,0.4,0.36,0.3958333333333333,,190
348078,Conagra Brands,"SWISS MISS Hot Cocoa Light Mix, 0.29 OZ",8.0,g,,branded_food,"SWISS MISS Hot Cocoa Light Mix, 0.29 OZ",2019-04-01,True,0.0,0.0,,0.7142857142857143,0.0,0.5,0.5,,0.0,1.0,0.5,0.2,0.8333333333333334,,190
348079,Conagra Brands,"SNACK PACK Seasonal Flavor Pudding, 13 OZ",92.0,g,,branded_food,"SNACK PACK Seasonal Flavor Pudding, 13 OZ",2019-04-01,True,0.027000000000000003,0.0,,0.01857142857142857,0.054500000000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.19128,0.0,,613
348080,Conagra Brands,"CHEF BOYARDEE Dinos With Meatballs Mini Bites, 15 OZ",247.0,g,,branded_food,"CHEF BOYARDEE Dinos With Meatballs Mini Bites, 15 OZ",2019-04-01,True,0.071,0.0,,0.08085714285714286,0.091,0.0728,0.048,0.0162,0.0,0.016,0.04055555555555555,0.02912,0.10125,,649
348081,Conagra Brands,"SNACK PACK Pudding Fat Free Tapioca, 13 OZ",92.0,g,,branded_food,"SNACK PACK Pudding Fat Free Tapioca, 13 OZ",2019-04-01,True,0.0,0.0,,0.015428571428571429,0.0,0.0218,0.0,0.0,0.0,0.326,0.0,0.09568,0.06333333333333334,,613
348082,Conagra Brands,"BERTOLLI Chicken Florentine Alfredo, 10.1 OZ",286.0,g,,branded_food,"BERTOLLI Chicken Florentine Alfredo, 10.1 OZ",2019-04-01,True,0.1925,0.0,,0.027999999999999997,0.105,0.1678,0.056,0.0524,0.013333333333333334,0.052000000000000005,0.035,0.0056,0.1575,,168
348083,Conagra Brands,"MARIE CALLENDERS Cherry Pie, 43 OZ",122.0,g,,branded_food,"MARIE CALLENDERS Cherry Pie, 43 OZ",2019-04-01,True,0.14350000000000002,1.0,,0.032857142857142856,,0.0492,0.1,0.0328,0.0,0.0,0.04944444444444445,0.1836,0.057916666666666665,,566
348086,Kellogg Company US,Carr's Crackers Twbs Roasted Garlic And Herb 4.25oz,14.0,g,,branded_food,Carr's Crackers Twbs Roasted Garlic And Herb 4.25oz,2019-04-01,True,0.0,0.0,,,,0.14279999999999998,0.284,0.0,0.0,0.0,0.0,0.0,0.2975,,439
348087,Kellogg Company US,Carr's Crackers Cheese Melts 5.3oz,13.0,g,,branded_food,Carr's Crackers Cheese Melts 5.3oz,2019-04-01,True,0.769,0.0,,,,0.15380000000000002,0.0,0.0,0.0,0.0,0.0,0.06152000000000001,0.3366666666666667,,439
348088,Kellogg Company US,Carr's Crackers Plain 4.25oz,14.0,g,,branded_food,Carr's Crackers Plain 4.25oz,2019-04-01,True,0.0,0.0,,,,0.14279999999999998,0.284,0.0,0.0,0.14300000000000002,0.0,0.0,0.2379166666666667,,439
348093,Bush Brothers & Company,BUSH'S Pinto Beans  16 oz,130.0,g,,branded_food,BUSH'S Pinto Beans  16 oz,2019-04-01,True,0.0,,,0.068,,0.0924,0.21600000000000005,0.0,0.0,0.031,0.061666666666666675,0.0,0.14416666666666667,,978
348094,Bush Brothers & Company,BUSH'S Bourbon and Brown Sugar Grillin' Beans 22 oz,130.0,g,,branded_food,BUSH'S Bourbon and Brown Sugar Grillin' Beans 22 oz,2019-04-01,True,0.0,,,,,0.123,0.248,0.0,0.0,0.046,0.07666666666666666,0.08,0.13791666666666666,,477
348095,Bush Brothers & Company,BUSH'S Blackeye Peas  15.8 oz,130.0,g,,branded_food,BUSH'S Blackeye Peas  15.8 oz,2019-04-01,True,0.0035000000000000005,0.0,,0.07,0.0,0.1036,0.092,,,0.026000000000000002,0.10166666666666667,0.012159999999999999,0.15583333333333332,,802
348096,Bush Brothers And Company,BUSH'S Pinto Beans 41 oz,130.0,g,,branded_food,BUSH'S Pinto Beans 41 oz,2019-04-01,True,0.0,,,0.08342857142857144,,0.0924,0.124,0.0,0.0,0.031,0.061666666666666675,0.0061600000000000005,0.14416666666666667,,978
348097,Bush Brothers & Company,Kala Beautiful Beans Simply Peppered Crisps 0.75 oz,21.0,g,,branded_food,Kala Beautiful Beans Simply Peppered Crisps 0.75 oz,2019-04-01,True,0.11900000000000001,0.0,,,,0.4762,0.76,0.0,0.0,0.0,0.1905555555555556,0.0,0.3375,,275
348098,Bush Brothers & Company,Kala Beautiful Beans Tropical Curry Crisps 0.75 oz,21.0,g,,branded_food,Kala Beautiful Beans Tropical Curry Crisps 0.75 oz,2019-04-01,True,0.11900000000000001,0.0,,,,0.4762,0.76,0.0,0.0,0.0,0.2855555555555556,0.03808,0.2579166666666667,,275
348099,Bush Brothers & Company,Kala Beautiful Beans Sea Salt and Vinegar Crunch 0.75 oz,21.0,g,,branded_food,Kala Beautiful Beans Sea Salt and Vinegar Crunch 0.75 oz,2019-04-01,True,0.095,0.0,,,,0.4762,0.76,0.0,0.0,0.0,0.1905555555555556,0.0,0.3375,,275
348100,Bush Brothers & Company,BUSH'S Chili Beans Red Beans in a Mild Chili Sauce 16 oz,130.0,g,,branded_food,BUSH'S Chili Beans Red Beans in a Mild Chili Sauce 16 oz,2019-04-01,True,0.0,,,0.10542857142857144,,0.1076,0.21600000000000005,0.0,0.0,0.062,0.07666666666666666,0.0061600000000000005,0.15083333333333335,,206
348101,Bush Brothers & Company,BUSH'S  Pinto Beans with Bacon  15.5 oz,130.0,g,,branded_food,BUSH'S  Pinto Beans with Bacon  15.5 oz,2019-04-01,True,0.0,0.0,,0.057142857142857134,,0.077,0.21600000000000005,0.0,0.0,0.031,0.061666666666666675,0.0,0.14083333333333334,,978
348102,Bush Brothers And Company,BUSH'S BEST Chili Starter 52.5 oz,130.0,g,,branded_food,BUSH'S BEST Chili Starter 52.5 oz,2019-04-01,True,0.0,0.0,,0.09,,0.0924,0.152,0.0,0.0,0.046,0.07666666666666666,0.01232,0.125,,206
