fdc_id,brand_owner,ingredients,serving_size,serving_size_unit,branded_food_category,data_type,description,publication_date,cat_null,sat_fat_g,trans_fat_g,magnesium_mg,potassium_mg,mufa_grams,protein_grams,fiber_grams,vitamin_a_IU,vitamin_c_MG,calcium_MG,iron_MG,sugar_G,sodium_MG,NRFNn.3,cluster
344604,Red Gold,Tutturosso Green 14.5oz. NSA Italian Diced Tomatoes,123.0,g,,branded_food,Tutturosso Green 14.5oz. NSA Italian Diced Tomatoes,2019-04-01,True,0.0,0.0,,0.051142857142857136,0.0,0.016200000000000003,0.032,,,0.013000000000000001,0.0,0.01952,0.08458333333333333,,568
344605,Red Gold,Tutturosso Green 14.5oz. Italian Diced Tomatoes,123.0,g,,branded_food,Tutturosso Green 14.5oz. Italian Diced Tomatoes,2019-04-01,True,0.0,0.0,,0.051142857142857136,0.0,0.016200000000000003,0.032,,,0.016,0.0,0.01952,0.08458333333333333,,568
344606,Cargill,Honeysuckle White Fresh 97% Ground White Turkey,112.0,g,,branded_food,Honeysuckle White Fresh 97% Ground White Turkey,2019-04-01,True,0.0445,0.0,,,,0.4642,0.0,,0.0,0.0,0.07166666666666667,0.0,0.027916666666666663,,942
344607,Cargill,Honeysuckle White 97% Ground White Turkey,112.0,g,,branded_food,Honeysuckle White 97% Ground White Turkey,2019-04-01,True,0.0445,,,,,0.4642,0.0,0.0,0.0,0.0,0.07166666666666667,,0.027916666666666663,,942
344608,Cargill,Honeysuckle Whtie 85% Ground Turkey,112.0,g,,branded_food,Honeysuckle Whtie 85% Ground Turkey,2019-04-01,True,0.223,,,,,0.375,0.0,0.0178,0.0,0.018000000000000002,0.05333333333333333,,0.042916666666666665,,942
344737,Kellogg Company US,Carr's Crackers Pepper 4.25oz,14.0,g,,branded_food,Carr's Crackers Pepper 4.25oz,2019-04-01,True,0.0,0.0,,,,0.14279999999999998,0.284,0.0,0.0,0.0,0.0,0.0,0.2379166666666667,,439
344913,Kellogg Company US,Carr's Crackers Rosemary 5oz,16.0,g,,branded_food,Carr's Crackers Rosemary 5oz,2019-04-01,True,0.09,0.1,,0.05942857142857143,0.6599999999999999,0.168,0.128,,,0.086,0.2444444444444445,0.0296,0.41,,439
344914,Kellogg Company US,Carr's Crackers Sesame 4.25oz,14.0,g,,branded_food,Carr's Crackers Sesame 4.25oz,2019-04-01,True,0.0,0.0,,,,0.14279999999999998,0.284,0.0,0.0,0.0,0.0,0.0,0.22333333333333333,,439
345349,Red Gold,Red Gold 28oz. Whole Peeled Tomatoes,121.0,g,,branded_food,Red Gold 28oz. Whole Peeled Tomatoes,2019-04-01,True,0.0,0.0,,0.054285714285714284,0.0,0.0166,0.032,,,0.0,0.0,0.01984,0.04125,,941
345350,Red Gold,Red Gold 28oz. Diced Tomatoes,121.0,g,,branded_food,Red Gold 28oz. Diced Tomatoes,2019-04-01,True,0.0,0.0,,0.054285714285714284,0.0,0.0166,0.032,,,0.0,0.0,0.01984,0.062083333333333324,,941
345351,Red Gold,Red Gold 28oz. Italian Diced Tomatoes,123.0,g,,branded_food,Red Gold 28oz. Italian Diced Tomatoes,2019-04-01,True,0.0,0.0,,0.05342857142857143,,0.016200000000000003,0.032,0.0814,0.12166666666666665,0.016,0.01611111111111111,0.032560000000000006,0.08458333333333333,,941
345352,Cargill,Honeysuckle White Fresh Young Turkey Parts Bone-In-Breast with Ribs,112.0,g,,branded_food,Honeysuckle White Fresh Young Turkey Parts Bone-In-Breast with Ribs,2019-04-01,True,0.125,0.0,,,,0.46,0.0,,0.0,0.0,,0.0,0.052083333333333336,,169
345353,Cargill,Honeysuckle White Turkey Breast Roast,112.0,g,,branded_food,Honeysuckle White Turkey Breast Roast,2019-04-01,True,0.0,0.0,,,,0.56,0.0,,0.0,,,0.0,0.02291666666666666,,169
345354,Cargill,Honeysuckle White Turkey Breast Cutlets,112.0,g,,branded_food,Honeysuckle White Turkey Breast Cutlets,2019-04-01,True,0.0,0.0,,,,0.56,0.0,,0.0,,,0.0,0.02291666666666666,,169
345355,Cargill,Honeysuckle White Boneless Turkey Roast with Gravy Packet,112.0,g,,branded_food,Honeysuckle White Boneless Turkey Roast with Gravy Packet,2019-04-01,True,0.025,0.0,,,,0.46,0.0,,0.0,,,0.008,0.17916666666666667,,942
345534,Red Gold,Red Gold 28oz. Petite Diced Tomatoes,121.0,g,,branded_food,Red Gold 28oz. Petite Diced Tomatoes,2019-04-01,True,0.0,0.0,,0.054285714285714284,0.0,0.0166,0.032,,,0.0,0.0,0.01984,0.062083333333333324,,941
345535,Red Gold,Red Gold 28oz. Crushed Tomatoes in Puree,61.0,g,,branded_food,Red Gold 28oz. Crushed Tomatoes in Puree,2019-04-01,True,0.0,0.0,,0.09371428571428572,0.0,0.0328,0.064,,,0.0,0.0,0.03936,0.061666666666666675,,941
345536,Red Gold,Red Gold 29oz. Tomato Puree 1.045,63.0,g,,branded_food,Red Gold 29oz. Tomato Puree 1.045,2019-04-01,True,0.0,0.0,,0.08171428571428571,,0.0318,0.064,0.0634,0.06333333333333332,0.0,0.095,0.03808,0.01,,857
345537,Red Gold,Red Gold 29oz. Tomato Sauce,61.0,g,,branded_food,Red Gold 29oz. Tomato Sauce,2019-04-01,True,0.0,0.0,,0.051428571428571435,,0.0328,0.064,0.0328,0.065,0.0,0.032777777777777774,0.02624,0.19125,,857
345538,Red Gold,Red Gold 14.5oz Whole Peeled Tomatoes,121.0,g,,branded_food,Red Gold 14.5oz Whole Peeled Tomatoes,2019-04-01,True,0.0,0.0,,0.054285714285714284,0.0,0.0166,0.032,,,0.0,0.0,0.01984,0.04125,,650
345539,Red Gold,Red Gold 14.5oz Whole Peeled Tomatoes No Salt Added,121.0,g,,branded_food,Red Gold 14.5oz Whole Peeled Tomatoes No Salt Added,2019-04-01,True,0.0,0.0,,0.054285714285714284,0.0,0.0166,0.032,,,0.0,0.0,0.01984,0.005,,650
345540,Red Gold,Red Gold 14.5oz Stewed Tomatoes,123.0,g,,branded_food,Red Gold 14.5oz Stewed Tomatoes,2019-04-01,True,0.0,0.0,,0.05342857142857143,,0.016200000000000003,0.032,0.0814,0.12166666666666665,0.011000000000000001,0.045000000000000005,0.03904,0.08458333333333333,,650
345541,Red Gold,Red Gold 14.5oz Diced Tomatoes,121.0,g,,branded_food,Red Gold 14.5oz Diced Tomatoes,2019-04-01,True,0.0,0.0,,0.054285714285714284,0.0,0.0166,0.032,,,0.0,0.0,0.01984,0.062083333333333324,,650
345542,Red Gold,Red Gold 14.5oz No Salt Added Diced Tomatoes,121.0,g,,branded_food,Red Gold 14.5oz No Salt Added Diced Tomatoes,2019-04-01,True,0.0,0.0,,0.054285714285714284,0.0,0.0166,0.032,,,0.0,0.0,0.01984,0.005,,650
345543,Red Gold,Red Gold 14.5oz Italian Diced Tomatoes,123.0,g,,branded_food,Red Gold 14.5oz Italian Diced Tomatoes,2019-04-01,True,0.0,0.0,,0.051142857142857136,0.0,0.016200000000000003,0.032,,,0.013000000000000001,0.0,0.01952,0.08458333333333333,,650
345544,Red Gold,"Red Gold 14.5oz. NSA Diced Basil, Garlic & Oregano Tomatoes",123.0,g,,branded_food,"Red Gold 14.5oz. NSA Diced Basil, Garlic & Oregano Tomatoes",2019-04-01,True,0.0,0.0,,0.055714285714285716,,0.016200000000000003,0.032,0.0814,0.12166666666666665,0.016,0.01611111111111111,0.03904,0.008333333333333333,,650
345545,Red Gold,Red Gold 14.5oz Diced Chili Ready Tomatoes,123.0,g,,branded_food,Red Gold 14.5oz Diced Chili Ready Tomatoes,2019-04-01,True,0.0,0.0,,0.055714285714285716,0.0,0.016200000000000003,0.064,,,0.013000000000000001,0.045000000000000005,0.01952,0.10166666666666667,,650
345546,Red Gold,Red Gold 14.5oz Diced Chili Ready Tomatoes w/ Onion,123.0,g,,branded_food,Red Gold 14.5oz Diced Chili Ready Tomatoes w/ Onion,2019-04-01,True,0.0,0.0,,0.05685714285714285,0.0,0.016200000000000003,0.064,,,0.015,0.045000000000000005,0.01952,0.10166666666666667,,650
345547,Red Gold,Red Gold 14.5oz Diced Tomatoes Roasted w/ Garlic & Onion,121.0,g,,branded_food,Red Gold 14.5oz Diced Tomatoes Roasted w/ Garlic & Onion,2019-04-01,True,0.0,0.0,,0.054285714285714284,0.0,0.0166,0.032,,,0.013000000000000001,0.0,0.01984,0.07916666666666666,,650
345548,Red Gold,Red Gold 14.5oz Petite Diced Tomatoes,121.0,g,,branded_food,Red Gold 14.5oz Petite Diced Tomatoes,2019-04-01,True,0.0,0.0,,0.054285714285714284,0.0,0.0166,0.032,,,0.0,0.0,0.01984,0.062083333333333324,,650
345549,Red Gold,Red Gold 14.5oz NSA Petite Diced Tomatoes,121.0,g,,branded_food,Red Gold 14.5oz NSA Petite Diced Tomatoes,2019-04-01,True,0.0,0.0,,0.054285714285714284,0.0,0.0166,0.032,,,0.0,0.0,0.01984,0.005,,650
345550,Red Gold,"Red Gold 14.5oz Diced Tomatoes w/Onion, Celery & Green Pepper",123.0,g,,branded_food,"Red Gold 14.5oz Diced Tomatoes w/Onion, Celery & Green Pepper",2019-04-01,True,0.0,0.0,,0.055714285714285716,,0.016200000000000003,0.032,0.0814,0.12166666666666665,0.016,0.01611111111111111,0.032560000000000006,0.08458333333333333,,650
345551,Red Gold,Red Gold 14.5oz Diced Tomatoes w/ Green Chilies,121.0,g,,branded_food,Red Gold 14.5oz Diced Tomatoes w/ Green Chilies,2019-04-01,True,0.0,0.0,,0.052000000000000005,0.0,0.0166,0.032,,,0.0,0.0,0.01984,0.09625,,650
345552,Red Gold,Red Gold 14.5oz. Petite Diced Tomatoes with Chipotle,121.0,g,,branded_food,Red Gold 14.5oz. Petite Diced Tomatoes with Chipotle,2019-04-01,True,0.0,0.0,,0.054285714285714284,,0.0166,0.032,0.0826,0.08333333333333333,0.017,0.016666666666666666,0.03968,0.13416666666666666,,650
345553,Red Gold,Red Gold 14.5oz. Diced Tomatoes w/ Garlic & Oil,121.0,g,,branded_food,Red Gold 14.5oz. Diced Tomatoes w/ Garlic & Oil,2019-04-01,True,0.0,0.0,,0.054285714285714284,,0.0166,0.032,0.0826,0.12333333333333335,0.017,0.03333333333333333,0.03968,0.13416666666666666,,650
345554,Red Gold,Red Gold 15oz. Crushed Tomatoes,61.0,g,,branded_food,Red Gold 15oz. Crushed Tomatoes,2019-04-01,True,0.0,0.0,,0.09371428571428572,0.0,0.0328,0.064,,,0.0,0.0,0.03936,0.061666666666666675,,857
345555,Red Gold,Red Gold 15oz Tomato Puree,63.0,g,,branded_food,Red Gold 15oz Tomato Puree,2019-04-01,True,0.0,0.0,,0.08171428571428571,,0.0318,0.064,0.0634,0.06333333333333332,0.0,0.095,0.03808,0.01,,857
345556,Red Gold,Red Gold 15oz. Tomato Sauce,61.0,g,,branded_food,Red Gold 15oz. Tomato Sauce,2019-04-01,True,0.0,0.0,,0.06314285714285714,0.0,0.0328,0.064,,,0.0,0.0,0.02624,0.19125,,857
345557,Red Gold,Red Gold 15oz. NSA Tomato Sauce,61.0,g,,branded_food,Red Gold 15oz. NSA Tomato Sauce,2019-04-01,True,0.0,0.0,,0.06571428571428571,,0.0328,0.064,0.0656,0.065,0.0,0.06555555555555555,0.02624,0.010416666666666666,,857
345558,Red Gold,Red Gold 8oz. Tomato Sauce,61.0,g,,branded_food,Red Gold 8oz. Tomato Sauce,2019-04-01,True,0.0,0.0,,0.06314285714285714,0.0,0.0328,0.064,,,0.0,0.0,0.02624,0.19125,,857
345559,Cargill,Honeysuckle White Fresh 93% Ground Turkey,112.0,g,,branded_food,Honeysuckle White Fresh 93% Ground Turkey,2019-04-01,True,0.1115,,,,,0.3928,0.0,0.0,0.0,0.0,0.08944444444444445,,0.03166666666666667,,942
345560,Cargill,Honeysuckle White Fresh Breakfast Turkey Sausage,70.0,g,,branded_food,Honeysuckle White Fresh Breakfast Turkey Sausage,2019-04-01,True,0.1,0.0,,,,0.24,0.0,,0.0,,,0.008,0.15416666666666667,,461
345561,Cargill,Honeysuckle White Fresh Breakfast Turkey Sausage Link,74.0,g,,branded_food,Honeysuckle White Fresh Breakfast Turkey Sausage Link,2019-04-01,True,0.1,0.0,,,,0.22,0.0,,0.0,,,0.008,0.17083333333333334,,461
345562,Cargill,Honeysuckle White Sweet Italian Turkey Sausage,112.0,g,,branded_food,Honeysuckle White Sweet Italian Turkey Sausage,2019-04-01,True,0.15,0.0,,,,0.4,0.0,,0.0,,,0.0,0.3125,,461
345563,Cargill,Honeysuckle White Fresh Sweet Italian Turkey Sausage,70.0,g,,branded_food,Honeysuckle White Fresh Sweet Italian Turkey Sausage,2019-04-01,True,0.1,0.0,,,,0.24,0.0,,0.0,,,0.0,0.19583333333333333,,461
345564,Cargill,Honeysuckle White Frozen Sweet Italian Turkey Sausage,70.0,g,,branded_food,Honeysuckle White Frozen Sweet Italian Turkey Sausage,2019-04-01,True,0.1,0.0,,,,0.24,0.0,,0.0,,,0.0,0.19583333333333333,,461
345565,Cargill,HSW Turkey Wing Portions,112.0,g,,branded_food,HSW Turkey Wing Portions,2019-04-01,True,0.156,,,,,0.4108,0.0,0.0,0.0,0.018000000000000002,0.07166666666666667,,0.0225,,409
345566,Cargill,HSW Turkey Neck Pieces Family Pack,112.0,g,,branded_food,HSW Turkey Neck Pieces Family Pack,2019-04-01,True,0.0895,,,,,0.4108,0.0,0.0,0.0,0.036000000000000004,0.08944444444444445,,0.03916666666666667,,253
345567,Cargill,Honeysuckle White Cajun Recipe Raw Boneless Turkey Roast,112.0,g,,branded_food,Honeysuckle White Cajun Recipe Raw Boneless Turkey Roast,2019-04-01,True,0.0445,0.0,,,,0.3928,0.0,0.0,0.0,0.018000000000000002,0.05333333333333333,0.007120000000000001,0.2491666666666667,,942
345568,Cargill,Honeysuckle White Italian Style Seasoned Ground Turkey,112.0,g,,branded_food,Honeysuckle White Italian Style Seasoned Ground Turkey,2019-04-01,True,0.1115,0.0,,,,0.3928,0.0,0.0,0.0,0.018000000000000002,0.08944444444444445,0.0,0.22333333333333333,,942
345569,Cargill,Honeysuckle White 93/7 Ground Turkey,112.0,g,,branded_food,Honeysuckle White 93/7 Ground Turkey,2019-04-01,True,0.1115,0.0,,,,0.3928,0.0,0.0,0.0,0.0,0.08944444444444445,0.0,0.03166666666666667,,942
345570,Cargill,Honeysuckle White 99% Ground Turkey Breast,112.0,g,,branded_food,Honeysuckle White 99% Ground Turkey Breast,2019-04-01,True,0.0,,,,,0.5,0.0,0.0,0.0,0.0,0.07166666666666667,,0.020416666666666663,,942
345685,Red Gold,Red Gold 6oz. Tomato Paste,33.0,g,,branded_food,Red Gold 6oz. Tomato Paste,2019-04-01,True,0.0,0.0,,0.2337142857142857,,0.0606,0.244,0.0,0.0,0.0,0.0,0.09696,0.01875,,411
345686,Red Gold,Red Gold 10oz Diced Tomatoes w/ Green Chilies Mild,121.0,g,,branded_food,Red Gold 10oz Diced Tomatoes w/ Green Chilies Mild,2019-04-01,True,0.0,0.0,,0.04485714285714286,0.0,0.0166,0.032,,,0.0,0.0,0.01984,0.10333333333333332,,60
345687,Red Gold,Red Gold 10oz Petite Diced Tomatoes w/ Green Chilies,121.0,g,,branded_food,Red Gold 10oz Petite Diced Tomatoes w/ Green Chilies,2019-04-01,True,0.0,0.0,,0.04485714285714286,0.0,0.0166,0.032,,,0.0,0.0,0.01984,0.10333333333333332,,60
345688,Red Gold,Red Gold 14oz Ketchup,17.0,g,,branded_food,Red Gold 14oz Ketchup,2019-04-01,True,0.0,0.0,,0.07571428571428572,0.0,0.0,0.0,,,0.0,0.0,0.37648,0.3920833333333333,,699
345689,Red Gold,Red Gold 20oz Ketchup Upside Down Bottle,17.0,g,,branded_food,Red Gold 20oz Ketchup Upside Down Bottle,2019-04-01,True,0.0,0.0,,0.07571428571428572,,0.0,0.0,0.1176,0.11833333333333332,0.0,0.0,0.18824,0.3920833333333333,,699
345690,Red Gold,Red Gold 20oz. Tomato Ketchup with Real Sugar,17.0,g,,branded_food,Red Gold 20oz. Tomato Ketchup with Real Sugar,2019-04-01,True,0.0,0.0,,0.07571428571428572,,0.0,0.0,0.1176,0.11833333333333332,0.0,0.0,0.18824,0.3920833333333333,,699
345691,Red Gold,Red Gold 20oz. Organic Ketchup USDB,17.0,g,,branded_food,Red Gold 20oz. Organic Ketchup USDB,2019-04-01,True,0.0,0.0,,0.07571428571428572,,0.0,0.0,0.0,0.0,0.0,0.0,0.18824,0.3920833333333333,,699
345692,Red Gold,Red Gold 19.5oz. Naturally Balanced Ketchup,17.0,g,,branded_food,Red Gold 19.5oz. Naturally Balanced Ketchup,2019-04-01,True,0.0,0.0,,0.084,,0.0,0.0,0.0,0.11833333333333332,0.0,0.0,0.09408,0.17166666666666666,,699
345693,Red Gold,Red Gold 20oz Colts Ketchup Upside Down Bottle,17.0,g,,branded_food,Red Gold 20oz Colts Ketchup Upside Down Bottle,2019-04-01,True,0.0,0.0,,0.07571428571428572,,0.0,0.0,0.1176,0.11833333333333332,0.0,0.0,0.18824,0.3920833333333333,,699
345694,Red Gold,Red Gold Mama Selita's 20z Ketchup w/Jalapeno,17.0,g,,branded_food,Red Gold Mama Selita's 20z Ketchup w/Jalapeno,2019-04-01,True,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.18824,0.3920833333333333,,699
345695,Red Gold,Red Gold 32oz Ketchup,17.0,g,,branded_food,Red Gold 32oz Ketchup,2019-04-01,True,0.0,0.0,,0.07571428571428572,,0.0,0.0,0.1176,0.11833333333333332,0.0,0.0,0.18824,0.3920833333333333,,699
345869,Red Gold,Red Gold 64oz Ketchup,17.0,g,,branded_food,Red Gold 64oz Ketchup,2019-04-01,True,0.0,0.0,,0.07571428571428572,,0.0,0.0,0.1176,0.11833333333333332,0.0,0.0,0.18824,0.3920833333333333,,699
345870,Red Gold,Red Gold 12oz. Chili Sauce,34.0,g,,branded_food,Red Gold 12oz. Chili Sauce,2019-04-01,True,0.0,0.0,,0.09257142857142857,0.0,0.0588,0.116,,,0.0,0.0,0.16472,0.5516666666666666,,359
345871,Red Gold,Red Gold 12oz. Seafood Sauce,64.0,g,,branded_food,Red Gold 12oz. Seafood Sauce,2019-04-01,True,0.0,0.0,,0.076,,0.0312,0.064,0.0624,0.06333333333333332,0.0,0.031111111111111117,0.15,0.38416666666666666,,359
345872,Red Gold,Red Gold 15.5oz. Mild Salsa,29.0,g,,branded_food,Red Gold 15.5oz. Mild Salsa,2019-04-01,True,0.0,0.0,,0.06885714285714285,,0.0,0.136,0.069,0.13833333333333336,0.069,0.06888888888888889,0.027600000000000003,0.17958333333333334,,650
345873,Red Gold,Red Gold 15.5oz. Medium Salsa,29.0,g,,branded_food,Red Gold 15.5oz. Medium Salsa,2019-04-01,True,0.0,0.0,,0.06885714285714285,,0.0,0.136,0.069,0.13833333333333336,0.069,0.06888888888888889,0.027600000000000003,0.17958333333333334,,650
345874,Red Gold,Red Gold 15.5oz Salsa Black Beans & Corn SQ Jar,34.0,g,,branded_food,Red Gold 15.5oz Salsa Black Beans & Corn SQ Jar,2019-04-01,True,0.0,0.0,,0.11771428571428573,,0.0588,0.116,0.0588,0.17666666666666667,0.059000000000000004,0.058888888888888886,0.02352,0.19625,,650
345875,Red Gold,Red Gold 15oz. Sloppy Joe Sauce,64.0,g,,branded_food,Red Gold 15oz. Sloppy Joe Sauce,2019-04-01,True,0.0,0.0,,0.07371428571428572,,0.0312,0.0,0.0,0.0,0.0,0.0,0.05,0.19541666666666666,,676
345876,Red Gold,Huy Fong 20z Ketchup Style Sriracha Sauce,17.0,g,,branded_food,Huy Fong 20z Ketchup Style Sriracha Sauce,2019-04-01,True,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.18824,0.3920833333333333,,15
345877,Red Gold,Huy Fong 10oz. Sriracha Diced Tomatoes & Red Chilies,121.0,g,,branded_food,Huy Fong 10oz. Sriracha Diced Tomatoes & Red Chilies,2019-04-01,True,0.0,0.0,,0.042571428571428566,0.0,0.0166,0.032,,,0.0,0.0,0.01984,0.16541666666666666,,60
345878,Red Gold,Huy Fong 15.5oz. Sriracha Medium Salsa,33.0,g,,branded_food,Huy Fong 15.5oz. Sriracha Medium Salsa,2019-04-01,True,0.0,0.0,,0.07457142857142858,,0.0,0.12,0.0606,0.12166666666666665,0.0,0.0,0.04848,0.265,,788
345879,Red Gold,Tuttorosso Blue 35oz. Whole Peeled Tomatoes w/ Basil,123.0,g,,branded_food,Tuttorosso Blue 35oz. Whole Peeled Tomatoes w/ Basil,2019-04-01,True,0.0,0.0,,0.05342857142857143,,0.016200000000000003,0.032,0.0814,0.12166666666666665,0.016,0.01611111111111111,0.01952,0.04083333333333333,,435
345880,Red Gold,Tuttorosso Blue 35oz. Crushed Tomatoes w/ Basil,61.0,g,,branded_food,Tuttorosso Blue 35oz. Crushed Tomatoes w/ Basil,2019-04-01,True,0.0,0.0,,0.07485714285714286,,0.0328,0.064,0.0984,0.09833333333333334,0.0,0.032777777777777774,0.02624,0.061666666666666675,,435
345881,Red Gold,Tuttorosso Blue 35oz. 1.045 Puree w/ Basil,63.0,g,,branded_food,Tuttorosso Blue 35oz. 1.045 Puree w/ Basil,2019-04-01,True,0.0,0.0,,0.09057142857142857,,0.0318,0.064,0.0952,0.03166666666666666,0.0,0.03166666666666666,0.03808,0.01,,435
345882,Red Gold,Tuttorosso Green 28oz. Whole Peeled Plum Tomatoes in Juice,121.0,g,,branded_food,Tuttorosso Green 28oz. Whole Peeled Plum Tomatoes in Juice,2019-04-01,True,0.0,0.0,,0.054285714285714284,,0.0166,0.032,0.0826,0.12333333333333335,0.017,0.016666666666666666,0.01984,0.04125,,435
345883,Red Gold,Tuttorosso Green 28oz. NSA Whole Peeled Plum Tomatoes in Juice,121.0,g,,branded_food,Tuttorosso Green 28oz. NSA Whole Peeled Plum Tomatoes in Juice,2019-04-01,True,0.0,0.0,,0.054285714285714284,,0.0166,0.032,0.0826,0.12333333333333335,0.017,0.016666666666666666,0.01984,0.007083333333333333,,435
345884,Red Gold,Tuttorosso Green 28oz. Diced Tomatoes in Juice,121.0,g,,branded_food,Tuttorosso Green 28oz. Diced Tomatoes in Juice,2019-04-01,True,0.0,0.0,,0.054285714285714284,,0.0166,0.032,0.0826,0.12333333333333335,0.017,0.016666666666666666,0.01984,0.062083333333333324,,435
345885,Red Gold,Tuttorosso Green 28oz. NSA Diced Tomatoes,121.0,g,,branded_food,Tuttorosso Green 28oz. NSA Diced Tomatoes,2019-04-01,True,0.0,0.0,,0.054285714285714284,0.0,0.0166,0.032,,,0.0,0.0,0.01984,0.005,,435
345886,Red Gold,Tuttorosso Green 28oz. Crushed Tomatoes w/ Basil,61.0,g,,branded_food,Tuttorosso Green 28oz. Crushed Tomatoes w/ Basil,2019-04-01,True,0.0,0.0,,0.08657142857142858,,0.0328,0.064,0.0,0.0,0.0,0.04555555555555555,0.02624,0.08875,,435
345887,Red Gold,Tuttorosso Green 28oz. NSA Crushed Tomatoes w/ Basil,61.0,g,,branded_food,Tuttorosso Green 28oz. NSA Crushed Tomatoes w/ Basil,2019-04-01,True,0.0,0.0,,0.07485714285714286,,0.0328,0.064,0.0656,0.065,0.0,0.032777777777777774,0.02624,0.010416666666666666,,435
345888,Red Gold,Tuttorosso Green 28oz. Tomato Sauce,61.0,g,,branded_food,Tuttorosso Green 28oz. Tomato Sauce,2019-04-01,True,0.0,0.0,,0.051428571428571435,,0.0328,0.064,0.0328,0.065,0.0,0.032777777777777774,0.02624,0.19125,,435
345889,Red Gold,Tuttorosso Green 28oz. NSA Tomato Sauce,61.0,g,,branded_food,Tuttorosso Green 28oz. NSA Tomato Sauce,2019-04-01,True,0.0,,,0.07485714285714286,,0.0328,0.064,0.0656,0.065,0.0,0.032777777777777774,0.02624,0.010416666666666666,,435
345890,Red Gold,Tutturosso Green 14.5oz. Italian Stewed Tomatoes,123.0,g,,branded_food,Tutturosso Green 14.5oz. Italian Stewed Tomatoes,2019-04-01,True,0.0,0.0,,0.051142857142857136,0.0,0.016200000000000003,0.032,,,0.013000000000000001,0.0,0.01952,0.08458333333333333,,568
345891,Red Gold,Tutturosso Green 14.5oz. Diced Tomatoes,121.0,g,,branded_food,Tutturosso Green 14.5oz. Diced Tomatoes,2019-04-01,True,0.0,0.0,,0.054285714285714284,0.0,0.0166,0.032,,,0.0,0.0,0.01984,0.062083333333333324,,568
345892,Red Gold,Tutturosso Green 14.5oz. NSA Diced Tomatoes,121.0,g,,branded_food,Tutturosso Green 14.5oz. NSA Diced Tomatoes,2019-04-01,True,0.0,0.0,,0.054285714285714284,0.0,0.0166,0.032,,,0.0,0.0,0.01984,0.005,,568
345893,Red Gold,Tutturosso Green 14.5oz. Petite Diced Tomatoes,121.0,g,,branded_food,Tutturosso Green 14.5oz. Petite Diced Tomatoes,2019-04-01,True,0.0,0.0,,0.054285714285714284,0.0,0.0166,0.032,,,0.0,0.0,0.01984,0.062083333333333324,,568
345963,The Hershey Company,HsyAlm 1.45oz,41.0,g,,branded_food,HsyAlm 1.45oz,2019-04-01,True,0.8535,1.0,0.2225,0.11857142857142858,,0.1952,0.196,0.0382,0.035,0.207,0.20055555555555554,0.3707200000000001,0.025416666666666667,,15
345964,The Hershey Company,HERSHEYS MILK CHOCOLATE STANDARD BAR,43.0,g,,branded_food,HERSHEYS MILK CHOCOLATE STANDARD BAR,2019-04-01,True,0.93,0.0,0.145,0.10628571428571428,,0.1396,0.092,,0.03833333333333333,0.20199999999999999,0.25833333333333336,0.44648,0.03375,,869
345965,The Hershey Company,RsePBC KingSz 2.8oz,40.0,g,,branded_food,RsePBC KingSz 2.8oz,2019-04-01,True,0.5,0.0,0.1875,0.1,,0.2,0.1,,0.005,0.092,0.1388888888888889,0.4,0.14583333333333334,,992
345966,Conagra Brands,"HUNTS Family Favorite Lasagna Sauce, 15 OZ",62.0,g,,branded_food,"HUNTS Family Favorite Lasagna Sauce, 15 OZ",2019-04-01,True,0.0,0.0,,0.11285714285714285,0.0,0.0322,0.128,,0.0,0.032,0.09666666666666666,0.03872,0.15458333333333332,,454
345967,Conagra Brands,"HUNTS Family Favorite Beef Stew Sauce, 15 OZ",62.0,g,,branded_food,"HUNTS Family Favorite Beef Stew Sauce, 15 OZ",2019-04-01,True,0.0,0.0,,0.07371428571428572,0.0,0.0322,0.064,0.0646,0.0,0.0,0.09666666666666666,0.02584,0.195,,454
345968,Conagra Brands,"HUNTS Family Favorite Pizza Sauce, 15 OZ",62.0,g,,branded_food,"HUNTS Family Favorite Pizza Sauce, 15 OZ",2019-04-01,True,0.0,0.0,,0.08742857142857142,0.0,0.0322,0.128,0.0646,0.09666666666666666,0.0,0.09666666666666666,0.02584,0.18125,,454
345969,Conagra Brands,"SWISS MISS Cocoa Caramel, 4.38 OZ",21.0,g,,branded_food,"SWISS MISS Cocoa Caramel, 4.38 OZ",2019-04-01,True,0.47600000000000003,0.0,,0.3945714285714286,0.0,0.0952,0.192,0.0,0.0,1.0,0.2855555555555556,0.41903999999999997,0.2975,,725
345970,Conagra Brands,"SNACK PACK Gel Strawberry, 13 OZ",92.0,g,,branded_food,"SNACK PACK Gel Strawberry, 13 OZ",2019-04-01,True,0.0,0.0,,0.031142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17392,0.015833333333333338,,567
345971,Conagra Brands,"BANQUET Cheese Burger Sliders, 11.7 OZ",110.4,g,,branded_food,"BANQUET Cheese Burger Sliders, 11.7 OZ",2019-04-01,True,0.3625,0.91,,0.062,0.317,0.2718,0.108,0.0182,0.0,0.091,0.13611111111111113,0.021759999999999998,0.2983333333333333,,222
